股票代码,股票简称,最新价,最新涨跌幅,所属同花顺行业,主力资金流向[20260402],最新dde大单净额,所属概念,总股本[20260415],市盈率(pe)[20260415],主力买入金额[20260402],主力卖出金额[20260402],market_code,code
600373.SH,中文传媒,8.49,-0.1176470588235269,传媒-文化传媒-出版,1625486.0,-2297772.000,短剧游戏;文化传媒概念;手机游戏;网络游戏;Sora概念(文生视频);IP经济(谷子经济);在线教育;AIGC概念;数字经济;虚拟现实;国企改革;AI应用;沪股通;融资融券,1347358719.00,21.481,3689290.0,2063804.0,17,600373
300942.SZ,易瑞生物,8.46,-0.11806375442738827,医药生物-医疗器械-体外诊断,-1970026.0,-1756189.000,流感;宠物经济;医疗器械概念;食品安全;粤港澳大湾区;专精特新;融资融券,405068876.00,142.604,1152643.0,3122669.0,33,300942
002065.SZ,东华软件,8.42,-0.11862396204032963,计算机-IT服务-IT服务Ⅲ,-20939961.8,-17196090.000,云计算;智谱AI;ChatGPT概念;华为鲲鹏;AI智能体;百度概念;区块链;华为昇腾;数据要素;信创;腾讯概念;数据安全;网络安全;鸿蒙概念;抖音概念(字节概念);华为欧拉;DRG/DIP;算力租赁;数字乡村;DeepSeek概念;元宇宙;互联网金融;跨境支付(CIPS);人脸识别;人工智能;智慧城市;东数西算(算力);智能医疗;数字孪生;车联网(车路协同);华为概念;虚拟现实;工业互联网;数据中心;养老概念;低空经济;AI应用;卫星导航;无人驾驶;水利;旅游概念;军民融合;传感器;乡村振兴;芯片概念;储能;新疆振兴;深股通;融资融券,3205482375.00,56.549,8195358.0,29135319.8,33,002065
603421.SH,鼎信通讯,8.36,-0.11947431302269758,通信-通信设备-通信网络设备及器件,20320645.0,6826277.000,充电桩;虚拟电厂;电力物联网;智能电网;光伏概念;MCU芯片;储能;鸿蒙概念;华为概念;芯片概念,652190511.00,-12.161,51208311.0,30887666.0,17,603421
600821.SH,金开新能,8.36,-0.11947431302269758,公用事业-电力-新能源发电,-152497930.0,-37808243.000,华为数字能源;算力租赁;碳交易;绿色电力;东数西算(算力);风电;天津自贸区;储能;智慧城市;DeepSeek概念;华为概念;数字经济;新疆振兴;京津冀一体化;国企改革;回购增持再贷款概念;煤化工概念;沪股通;融资融券,1967324953.00,21.976,348454220.0,500952150.0,17,600821
601065.SH,江盐集团,8.35,-0.11961722488038024,基础化工-化学原料-无机盐,-4676277.0,-337045.590,国企改革;锂电池概念;盐湖提锂;储能;工业互联网;海峡两岸;沪股通;融资融券,642776079.00,20.564,1922065.0,6598342.0,17,601065
603201.SH,常润股份,16.43,-0.12158054711245941,机械设备-通用设备-其他通用设备,807916.0,1622048.000,新能源汽车;人民币贬值受益;跨境电商;专精特新;比亚迪概念,189979722.00,14.269,1566722.0,758806.0,17,603201
301230.SZ,泓博医药,40.9,-0.1221001221001325,医药生物-医疗服务-医疗研发外包,-26224011.0,20249055.000,AI应用;ChatGPT概念;CRO概念;多模态AI;智能医疗;创新药;人工智能;流感;合成生物;医疗器械概念;2025年报预增;人民币贬值受益;融资融券,139586605.00,123.219,105996691.0,132220702.0,33,301230
301167.SZ,建研设计,16.33,-0.12232415902142584,建筑装饰-建筑装饰-工程咨询服务,1907087.0,683093.000,新型城镇化;装配式建筑;房屋检测;建筑节能;地下管网;乡村振兴;智慧城市;换电概念;充电桩;光伏建筑一体化;国企改革;储能;虚拟电厂;可控核聚变;融资融券,112000000.00,84.307,4646841.0,2739754.0,33,301167
000543.SZ,皖能电力,8.13,-0.12285012285012022,公用事业-电力-火电,-18280433.0,-4769951.000,超超临界发电;抽水蓄能;绿色电力;碳交易;风电;国企改革;天然气;核电;参股券商;储能;充电桩;参股银行;深股通;融资融券,2266863331.00,7.252,53056692.0,71337125.0,33,000543
300939.SZ,秋田微,40.56,-0.12312238364934046,电子-光学光电子-面板,-6578829.0,-946923.500,MiniLED;电子纸;5G;汽车电子;安防;充电桩;物联网;储能;智能家居;智慧城市;无人驾驶;机器人概念;比亚迪概念;长安汽车概念;新能源汽车;人工智能;家用电器;融资融券,120000000.00,57.278,17472186.0,24051015.0,33,300939
300676.SZ,华大基因,40.33,-0.12382367508668712,医药生物-医疗服务-其他医疗服务,-14443785.8,-781796.000,智能医疗;数据要素;基因测序;区块链;辅助生殖;阿尔茨海默概念;猴痘概念;医疗器械概念;肝炎概念;三胎概念;流感;合成生物;医药电商;创投;粤港澳大湾区;一带一路;深股通;融资融券,418317075.00,-591.624,14263615.0,28707400.8,33,300676
300920.SZ,润阳科技,40.19,-0.12425447316104439,基础化工-塑料制品-其他塑料制品,-3414879.0,-913428.000,人形机器人;机器人概念;新能源汽车;三胎概念;融资融券,100000000.00,149.033,2309002.0,5723881.0,33,300920
605588.SH,冠石科技,56.06,-0.12471049349723905,电子-光学光电子-面板,875124.0,-548726.000,OLED;富士康概念;柔性屏(折叠屏);消费电子概念;芯片概念;苹果概念;华为手机;小米概念;华为概念,73275481.00,-58.442,1770199.0,895075.0,17,605588
603610.SH,麒盛科技,15.99,-0.1249219237976349,轻工制造-家居用品-成品家居,-8529477.0,-3936092.000,脑机接口;传感器;智能家居;人民币贬值受益;三胎概念;人工智能;养老概念;鸿蒙概念;AI智能体;沪股通,352991621.00,28.798,957577.0,9487054.0,17,603610
601827.SH,三峰环境,7.98,-0.12515644555694352,环保-环境治理-固废治理,-6332417.400000002,-3328240.360,生物质能发电;绿色电力;医疗废物处理;固废处理;垃圾分类;PPP概念;污水处理;国企改革;西部大开发;储能;沪股通,1671933300.00,10.839,10730151.7,17062569.1,17,601827
603375.SH,盛景微,39.76,-0.1255965837729321,电子-半导体-模拟芯片设计,2421440.0,-1932746.000,传感器;专精特新;比亚迪概念;芯片概念;机器人概念;汽车芯片;低空经济;存储芯片;回购增持再贷款概念;PVDF概念;民爆概念;融资融券,100666667.00,155.928,4153408.0,1731968.0,17,603375
600999.SH,招商证券,15.9,-0.1256281407035149,非银金融-证券-证券Ⅲ,-5694534.0,-11722928.800,证金持股;沪股通;融资融券;国企改革;央企国企改革,8696526806.00,11.197,52246033.0,57940567.0,17,600999
300697.SZ,电工合金,15.89,-0.12570710245128583,有色金属-工业金属-铜,-353590.0,5827441.000,金属铜;石墨烯;国企改革;高铁;氢能源;新能源汽车;深股通,432640000.00,40.460,2617578.0,2971168.0,33,300697
002817.SZ,黄山胶囊,7.94,-0.1257861635220099,医药生物-医疗器械-医疗耗材,892808.0,-316806.000,医疗器械概念;专精特新,299098170.00,36.544,1266566.0,373758.0,33,002817
603726.SH,朗迪集团,23.82,-0.12578616352201732,家用电器-白色家电-家电零部件,-2349846.0,-334314.000,先进封装;家用电器;机器人概念;空气能热泵;创投,185651200.00,18.862,327672.0,2677518.0,17,603726
600579.SH,中化装备,7.93,-0.12594458438288003,机械设备-专用设备-其他专用设备,-217526.0,34314.000,核污染防治;碳纤维;低空经济;跨境电商;高端装备;新型工业化;氢能源;机器人概念;飞行汽车(eVTOL);国企改革;人民币贬值受益;央企国企改革;光热发电;新能源汽车;储能;煤化工概念;化肥;中字头股票;股权转让(并购重组),493600759.00,-108.836,1021963.0,1239489.0,17,600579
300388.SZ,节能国祯,7.9,-0.12642225031605292,环保-环境治理-水务及水治理,-3666723.0,-723433.000,PPP概念;新型城镇化;污水处理;地下管网;国企改革;央企国企改革;深股通,681042231.00,15.111,2575941.0,6242664.0,33,300388
688310.SH,迈得医疗,15.73,-0.12698412698412428,机械设备-自动化设备-其他自动化设备,-428273.38,-684992.630,医疗器械概念;专精特新;高端装备;融资融券,166219690.00,40.065,486757.0,915030.38,17,688310
301296.SZ,新巨丰,7.84,-0.1273885350318444,轻工制造-包装印刷-包装,-202082.0,89016.000,食品安全;股权转让(并购重组);融资融券,424785972.00,36.722,325784.0,527866.0,33,301296
000728.SZ,国元证券,7.84,-0.1273885350318444,非银金融-证券-证券Ⅲ,-12947688.5,5904990.000,证金持股;国企改革;互联网金融;深股通;融资融券,4363777891.00,12.735,14914600.5,27862289.0,33,000728
601236.SH,红塔证券,7.81,-0.12787723785167104,非银金融-证券-证券Ⅲ,-18225756.9,-4957827.500,期货概念;国企改革;西部大开发;2025年报预增;沪股通;融资融券,4716787742.00,30.356,5652161.4,23877918.3,17,601236
300130.SZ,新国都,23.32,-0.12847965738758516,计算机-计算机设备-其他计算机设备,-8444685.0,-6973724.600,数字货币;移动支付;跨境支付(CIPS);蚂蚁集团概念;电子身份证;区块链;鸿蒙概念;智慧政务;数字经济;AI智能体;人脸识别;虚拟数字人;DeepSeek概念;AIGC概念;腾讯概念;多模态AI;人工智能;AI语料;物联网;安防;跨境电商;参股保险;AI应用;储能;汽车电子;2025年报预增;深股通;融资融券,567299123.00,28.219,4969335.0,13414020.0,33,300130
603982.SH,泉峰汽车,7.76,-0.12870012870012595,汽车-汽车零部件-底盘与发动机系统,3571972.0,502382.000,家用电器;长安汽车概念;一体化压铸;华为汽车;减速器;小米汽车;比亚迪概念;新能源汽车;小米概念;特斯拉概念;华为概念;宁德时代概念;融资融券,365128995.00,-9.227,5579818.0,2007846.0,17,603982
300898.SZ,熊猫乳品,23.18,-0.12925463162430476,食品饮料-饮料制造-乳品,-399202.0,-607674.000,乳业;三胎概念;网红经济;自由贸易港;融资融券,124000000.00,30.063,2103326.0,2502528.0,33,300898
002148.SZ,北纬科技,7.69,-0.1298701298701271,通信-通信服务-通信应用增值服务,354418.0,2217358.500,物联网;车联网(车路协同);创投;京津冀一体化;低空经济;抖音概念(字节概念);机器人概念;网络游戏;手机游戏;无人机;5G;芯片概念;融资融券;深股通,558987330.00,-766.151,2204960.0,1850542.0,33,002148
002790.SZ,瑞尔特,7.69,-0.1298701298701271,轻工制造-家居用品-其他家居用品,4484415.0,-251701.000,养老概念;跨境电商;家用电器;福建自贸区;海峡两岸;智能家居;数字经济;DeepSeek概念,417872300.00,39.141,6776867.0,2292452.0,33,002790
603334.SH,丰倍生物,53.8,-0.12994245405606142,基础化工-化学制品-其他化学制品,-2067964.0,-2716306.000,注册制次新股;生物质能发电;化肥;专精特新;融资融券;新股与次新股,143500000.00,54.927,2335313.0,4403277.0,17,603334
601601.SH,中国太保,38.35,-0.13020833333332593,非银金融-保险-保险Ⅲ,-17289676.0,-39887276.000,互联网保险;沪股通;融资融券;证金持股;蚂蚁集团概念;同花顺中特估100;华为概念,9620341455.00,6.895,104955281.0,122244957.0,17,601601
300665.SZ,飞鹿股份,7.66,-0.13037809647978862,基础化工-化学制品-涂料油墨,455775.0,-735187.000,新型城镇化;有机硅概念;地下管网;水利;一带一路;农业种植;专精特新;新能源汽车;高铁;光伏建筑一体化;光伏概念;风电;核电;股权转让(并购重组),218945730.00,-19.068,3407192.0,2951417.0,33,300665
688561.SH,奇安信,30.45,-0.13119055428008905,计算机-软件开发-横向通用软件,-4320009.1000000015,-3073353.000,华为欧拉;数据安全;华为鲲鹏;云计算;信创;网络安全;鸿蒙概念;AI智能体;AIGC概念;数字货币;区块链;国资云;跨境支付(CIPS);车联网(车路协同);DeepSeek概念;数字经济;星闪概念;人工智能;量子科技;物联网;AI应用;军工;沪股通;融资融券,682252725.00,-16.456,12523440.2,16843449.3,17,688561
300024.SZ,机器人,15.0,-0.13315579227696123,机械设备-自动化设备-机器人,-31299680.0,-7372432.200,新型工业化;工业互联网;人工智能;机器人概念;人形机器人;机器视觉;智能物流;职业教育;传感器;无人驾驶;医疗器械概念;高端装备;养老概念;比亚迪概念;专精特新;特斯拉概念;军工;换电概念;3D打印;芯片概念;宁德时代概念;国企改革;参股保险;国家大基金持股;深股通;融资融券,1565619950.00,-110.418,8515340.0,39815020.0,33,300024
001223.SZ,欧克科技,52.26,-0.1337664819415255,机械设备-自动化设备-其他自动化设备,6044663.6,570691.000,新型工业化;无人机;PET铜箔;专精特新;机器人概念;固态电池;消费电子概念;锂电池概念;可降解塑料,93352000.00,39.787,9060556.6,3015893.0,33,001223
920781.BJ,瑞奇智造,7.46,-0.1338688085676009,机械设备-专用设备-能源及重型设备,,,天然气;融资融券;高端装备;军工;西部大开发;核电;核污染防治;专精特新,154567054.00,-64.663,,,151,920781
605198.SH,安德利,44.5,-0.13464991023339828,食品饮料-饮料制造-软饮料,598724.0,-2711431.000,乡村振兴;人民币贬值受益;沪股通,334188000.00,45.018,5807315.0,5208591.0,17,605198
688077.SH,大地熊,29.58,-0.13504388926401992,有色金属-金属新材料-磁性材料,-792144.7000000002,-914734.890,稀土永磁;金属钴;小金属概念;消费电子概念;华为概念;专精特新;2025年报预增;比亚迪概念;新能源汽车;人形机器人;机器人概念;固废处理;风电;融资融券,114478504.00,58.990,6095747.7,6887892.4,17,688077
002673.SZ,西部证券,7.36,-0.1356852103120731,非银金融-证券-证券Ⅲ,-32506086.0,-5731338.100,期货概念;国企改革;西部大开发;深股通;融资融券,4469581705.00,18.759,25766180.0,58272266.0,33,002673
601177.SH,杭齿前进,14.7,-0.13586956521740046,机械设备-通用设备-金属制品,-4135968.0,898377.000,减速器;农机;人形机器人;机器人概念;工业互联网;军工;军民融合;核电;海工装备;风电;参股银行;国企改革;融资融券;沪股通,407713500.00,21.675,0.0,4135968.0,17,601177
002722.SZ,物产金轮,14.67,-0.13614703880190315,机械设备-专用设备-纺织服装设备,-489001.0,-970874.000,创投;人工智能;燃料电池;独角兽概念;语音技术;高端装备;国企改革;氢能源;AIGC概念;ChatGPT概念;特钢概念,222372010.00,25.052,434520.0,923521.0,33,002722
002886.SZ,沃特股份,21.99,-0.13623978201635395,基础化工-塑料制品-改性塑料,-3253350.0,4018010.000,PCB概念;富士康概念;先进封装;毫米波雷达;新型烟草(电子烟);3D打印;芯片概念;PEEK材料;小米概念;5G;专精特新;小米汽车;特斯拉概念;新能源汽车;人形机器人;碳纤维;无人机;华为汽车;机器人概念;6G概念;2025年报预增;石墨烯;军工;低空经济;商业航天;粤港澳大湾区;光伏概念;华为概念;核电;特高压;合成生物;深股通,263203565.00,144.217,2952628.0,6205978.0,33,002886
301026.SZ,浩通科技,29.28,-0.1364256480218252,有色金属-小金属-其他小金属,-3219557.0,1961228.000,黄金概念;小金属概念;金属回收;融资融券,158273987.00,29.684,2168211.0,5387768.0,33,301026
688007.SH,光峰科技,14.53,-0.1374570446735488,电子-消费电子-品牌消费电子,-5904147.200000001,-1016915.140,星闪概念;智能座舱;小米概念;华为汽车;AI眼镜;比亚迪概念;机器人概念;汽车电子;虚拟现实;新能源汽车;粤港澳大湾区;家用电器;海工装备;沪股通;融资融券,459615635.00,-25.249,2533843.6,8437990.8,17,688007
301525.SZ,儒竞科技,72.48,-0.1377790024800142,机械设备-通用设备-制冷空调设备,-7750452.0,423845.000,汽车电子;专精特新;人形机器人;汽车热管理;新能源汽车;数据中心;机器人概念;空气能热泵;冷链物流;深股通;融资融券,94311768.00,38.246,2020764.0,9771216.0,33,301525
300005.SZ,探路者,14.42,-0.13850415512465078,纺织服饰-服装家纺-服装,-22354724.0,-22780208.000,商业航天;体育产业;露营经济;足球概念;冰雪产业;三胎概念;机器人概念;京津冀一体化;跨境电商;柔性屏(折叠屏);智能穿戴;消费电子概念;芯片概念;AI眼镜;MiniLED;MicroLED概念;OLED;汽车芯片;MCU芯片;融资融券;深股通,883702186.00,289.289,87806865.0,110161589.0,33,300005
603182.SH,嘉华股份,14.4,-0.13869625520110662,农林牧渔-农产品加工-粮油加工,,-388695.000,人造肉;大豆;粮食概念;乡村振兴;股权转让(并购重组),164550000.00,21.627,,,17,603182
001205.SZ,盛航股份,14.36,-0.1390820584144739,交通运输-港口航运-航运,1794356.0,-1097720.000,航运概念;一带一路;专精特新;股权转让(并购重组),188003534.00,27.638,3453586.0,1659230.0,33,001205
003037.SZ,三和管桩,7.15,-0.13966480446927076,建筑材料-建筑材料-水泥,1002832.0,528616.000,装配式建筑;地下管网;新型城镇化;水利;水泥概念;智能物流;一带一路;海工装备;回购增持再贷款概念;粤港澳大湾区;新疆振兴;风电;光伏概念;2025年报预增,599074678.00,39.919,1002832.0,0.0,33,003037
601901.SH,方正证券,7.14,-0.1398601398601493,非银金融-证券-证券Ⅲ,-52633815.0,-7409921.100,期货概念;证金持股;互联网金融;沪股通;融资融券;2025年报预增,8232101395.00,14.805,37109407.0,89743222.0,17,601901
000908.SZ,ST景峰,7.13,-0.14005602240896062,医药生物-化学制药-化学制剂,-37950091.0,-3736203.000,ST板块;眼科医疗;流感;仿制药一致性评价;创新药;基因测序;医美概念;医疗器械概念;消毒剂,1759548702.00,-211.135,19553745.0,57503836.0,33,000908
002982.SZ,湘佳股份,14.25,-0.14015416958654223,农林牧渔-养殖业-肉鸡养殖,274013.0,-939712.000,养鸡;猪肉;预制菜;乡村振兴;冷链物流,203193967.00,97.173,1671220.0,1397207.0,33,002982
301080.SZ,百普赛斯,49.71,-0.14061872237846582,医药生物-生物制品-其他生物制品,-17693049.0,33957773.000,猴痘概念;重组蛋白;细胞免疫治疗;人民币贬值受益;专精特新;人工智能;深股通;融资融券,167177695.00,47.066,43135571.0,60828620.0,33,301080
600336.SH,澳柯玛,7.1,-0.14064697609002355,家用电器-白色家电-冰洗,-4735030.0,1624445.000,无人零售;冰雪产业;物业管理;净水概念;空气能热泵;家用电器;跨境电商;冷链物流;智能家居;创投;一带一路;医疗器械概念;国企改革;物联网;超级品牌;DeepSeek概念;融资融券;沪股通,798014769.00,-469.081,3509740.0,8244770.0,17,600336
300907.SZ,康平科技,28.35,-0.14089468122578072,电力设备-电机-电机Ⅲ,-10434.0,-247681.000,家用电器;新型工业化;机器人概念;新能源汽车;人民币贬值受益;融资融券,96000000.00,41.266,5249083.0,5259517.0,33,300907
605128.SH,上海沿浦,35.38,-0.14112334180072583,汽车-汽车零部件-车身附件及饰件,-2865078.0,-809030.000,华为汽车;人形机器人;新能源汽车;机器人概念;华为概念;高铁;沪股通,211138706.00,44.266,1792114.0,4657192.0,17,605128
600104.SH,上汽集团,14.09,-0.14174344436569508,汽车-汽车整车-乘用车,-194447667.0,13518801.000,超级品牌;证金持股;同花顺漂亮100;上海国企改革;参股银行;网约车;足球概念;国企改革;沪股通;融资融券;华为汽车;动力电池回收;燃料电池;换电概念;一带一路;独角兽概念;新能源汽车;DeepSeek概念;车联网(车路协同);无人驾驶;固态电池;宁德时代概念;华为概念;2025年报预增,11495277504.00,16.027,193439683.0,387887350.0,17,600104
603683.SH,晶华新材,28.18,-0.14174344436569508,基础化工-化学制品-其他化学制品,38109399.0,-14318765.000,固态电池;锂电池概念;宁德时代概念;新能源汽车;石墨烯;柔性屏(折叠屏);消费电子概念;机器人概念;传感器;创投;AI手机;沪股通,291169857.00,96.045,59222530.0,21113131.0,17,603683
600061.SH,国投资本,6.99,-0.14285714285713982,非银金融-证券-证券Ⅲ,-5433991.0,5681404.000,期货概念;证金持股;参股券商;信托概念;国企改革;雄安新区;央企国企改革;沪股通;融资融券,6393985646.00,13.629,10320983.0,15754974.0,17,600061
688138.SH,清溢光电,27.95,-0.14290818149338747,电子-半导体-半导体材料,-3314535.3,-967819.480,中芯国际概念;OLED;第三代半导体;芯片概念;专精特新;虚拟现实;沪股通;融资融券,314800000.00,47.013,5572886.2,8887421.5,17,688138
301279.SZ,金道科技,27.87,-0.1433178072375462,机械设备-工程机械-工程机械Ⅲ,5746238.6,96292.000,减速器;共同富裕示范区;人形机器人;绿色电力;融资融券,129738973.00,56.067,8746056.0,2999817.4,33,301279
688335.SH,复洁科技,34.64,-0.14413375612567644,环保-环保设备-环保设备Ⅲ,-3605389.7300000004,-700169.440,专精特新;碳交易;污水处理;绿色电力;氢能源;融资融券,148034592.00,464.321,5151364.27,8756754.0,17,688335
001317.SZ,三羊马,48.43,-0.1443298969072171,交通运输-物流-物流Ⅲ,3430968.0,-889061.000,拼多多概念;跨境电商;智能物流;统一大市场;长安汽车概念;低空经济;一带一路;西部大开发;无人驾驶;新疆振兴;传感器,85565798.00,-263.524,7013607.0,3582639.0,33,001317
603918.SH,金桥信息,13.72,-0.1455604075691381,计算机-IT服务-IT服务Ⅲ,-1112605.0,-842010.000,Web3.0;AIGC概念;云办公;数据确权;智慧政务;蚂蚁集团概念;AI应用;抖音概念(字节概念);在线教育;阿里巴巴概念;信创;区块链;智能医疗;DeepSeek概念;互联网金融;人工智能;华为概念;化债概念(AMC概念);机器视觉;机器人概念;上海自贸区;融资融券;沪股通,365107526.00,-63.000,2354434.0,3467039.0,17,603918
688072.SH,拓荆科技,408.0,-0.14684287812041671,电子-半导体-半导体设备,-41401680.0,3497016.000,国家大基金持股;存储芯片;先进封装;芯片概念;沪股通;融资融券,282693012.00,124.111,331515830.0,372917510.0,17,688072
605138.SH,盛泰集团,6.75,-0.14792899408283708,纺织服饰-服装家纺-服装,-539428.0,300144.000,农业种植;乡村振兴;一带一路;人民币贬值受益;回购增持再贷款概念,555571491.00,72.344,0.0,539428.0,17,605138
601956.SH,东贝集团,6.74,-0.148148148148145,家用电器-白色家电-家电零部件,-549843.0,-500724.000,中俄贸易概念;家用电器;长安汽车概念;冷链物流;新能源汽车;机器人概念;高端装备;跨境电商;比亚迪概念;回购增持再贷款概念;工业互联网;人形机器人;物联网;职业教育;绿色电力;拼多多概念,621616590.00,30.110,1685991.0,2235834.0,17,601956
300579.SZ,数字认证,26.87,-0.1486436269044933,计算机-软件开发-横向通用软件,-2701055.0,28168.000,数字货币;电子身份证;数据确权;财税数字化;智慧政务;华为鲲鹏;数据安全;区块链;网络安全;信创;知识产权保护;云计算;互联网金融;鸿蒙概念;在线教育;DRG/DIP;阿里巴巴概念;数字经济;车联网(车路协同);东数西算(算力);量子科技;星闪概念;华为概念;京津冀一体化;雄安新区;芯片概念;国企改革;股权转让(并购重组);融资融券;深股通,270000000.00,-76.922,3667043.0,6368098.0,33,300579
920593.BJ,鼎智科技,26.7,-0.14958863126402075,机械设备-自动化设备-机器人,,,机器人概念;减速器;医疗器械概念;融资融券;专精特新;人形机器人;3D打印,190304392.00,144.968,,,151,920593
300867.SZ,圣元环保,19.99,-0.14985014985015555,环保-环境治理-固废治理,-2756809.4000000004,-1619990.900,生物质能发电;医疗废物处理;绿色电力;垃圾分类;PPP概念;污水处理;固废处理;DeepSeek概念;氢能源;海峡两岸;医美概念;燃料电池;短剧游戏;AI应用;深股通;融资融券,271741053.00,19.281,14632094.6,17388904.0,33,300867
688721.SH,龙图光罩,39.9,-0.15015015015015584,电子-半导体-半导体材料,-985636.7300000002,-1734273.900,芯片概念;专精特新;沪股通;融资融券,133500000.00,94.969,1344113.26,2329749.99,17,688721
001207.SZ,联科科技,19.76,-0.15159171298634455,基础化工-橡胶制品-炭黑,1967752.999999999,-5005989.000,特高压;固态电池,303137744.00,20.465,10281691.2,8313938.2,33,001207
603606.SH,东方电缆,59.19,-0.1518218623481839,电力设备-电网设备-线缆部件及其他,-24302096.0,8964275.000,海工装备;风电;柔性直流输电;高端装备;工业互联网;参股券商;沪股通;融资融券,687715368.00,32.016,30919600.0,55221696.0,17,603606
603339.SH,四方科技,13.14,-0.15197568389057425,机械设备-通用设备-金属制品,1824539.0,1190925.000,专精特新;海工装备;数据中心;冷链物流;人民币贬值受益;液冷服务器;装配式建筑;预制菜,309441175.00,29.489,3119021.0,1294482.0,17,603339
002749.SZ,国光股份,13.09,-0.15255530129671682,基础化工-农化制品-农药,1113883.0,-686707.000,化肥;草甘膦;磷化工;高股息精选;乡村振兴;西部大开发;深股通,466358550.00,16.453,1491300.0,377417.0,33,002749
001324.SZ,长青科技,19.6,-0.15282730514517365,机械设备-轨交设备-轨交设备Ⅲ,1150381.0,-1429548.000,装配式建筑;建筑节能;高铁;机器人概念;储能;融资融券,138000000.00,55.315,4839513.0,3689132.0,33,001324
603855.SH,华荣股份,19.56,-0.1531393568147072,机械设备-专用设备-其他专用设备,-35759.0,-2434598.000,机器人概念;无人驾驶;军工;核电;5G;新疆振兴;沪股通,337511000.00,16.530,384516.0,420275.0,17,603855
300845.SZ,捷安高科,13.04,-0.15313935681471172,计算机-计算机设备-其他计算机设备,1081934.0,-1474751.000,职业教育;数字孪生;人工智能;虚拟现实;元宇宙;高铁;车联网(车路协同);军工;军民融合;军工信息化;专精特新;机器视觉;大飞机;航空发动机;一带一路,205641100.00,582.991,2695056.0,1613122.0,33,300845
002922.SZ,伊戈尔,38.92,-0.15392508978962333,电子-其他电子-其他电子Ⅲ,-25012408.0,-25598148.000,高压快充;数据中心;光伏概念;华为数字能源;充电桩;储能;5G;新能源汽车;华为概念;粤港澳大湾区;智能家居;一带一路;深股通;融资融券,423206124.00,82.256,38241041.0,63253449.0,33,002922
000595.SZ,*ST宝实,6.48,-0.15408320493065927,公用事业-电力-新能源发电,-5171296.0,-319407.200,ST板块;风电;绿色电力;光伏概念;储能;国企改革;西部大开发;军工;国产航母;股权转让(并购重组),1138656366.00,46.964,9768615.0,14939911.0,33,000595
002791.SZ,坚朗五金,19.43,-0.15416238437821755,建筑材料-建筑材料-其他建材,-1970699.9,3589478.000,光伏建筑一体化;雄安新区;垃圾分类;海峡两岸;智能家居;粤港澳大湾区;光伏概念;充电桩;融资融券;深股通,353885013.00,-68.460,1667260.0,3637959.9,33,002791
688737.SH,中自科技,25.8,-0.15479876160990383,汽车-汽车零部件-其他汽车零部件,366262.31000000006,-320228.660,碳纤维;专精特新;新能源汽车;长安汽车概念;固态电池;燃料电池;储能;钠离子电池;氢能源;绿色电力;西部大开发;融资融券,119564509.00,-54.637,3912871.21,3546608.9,17,688737
300142.SZ,沃森生物,12.8,-0.15600624024960666,医药生物-生物制品-疫苗,-28438374.0,-24065109.000,生物疫苗;流感;创新药;合成生物;西部大开发;深股通;融资融券,1599348541.00,115.177,71390732.0,99829106.0,33,300142
603370.SH,华新精科,44.33,-0.1576576576576583,电力设备-电机-电机Ⅲ,-589607.37,1735942.800,家用电器;比亚迪概念;新能源汽车;机器人概念;专精特新;工业母机;注册制次新股;储能;液冷服务器;新股与次新股;融资融券,174950000.00,42.890,828779.63,1418387.0,17,603370
600561.SH,江西长运,6.33,-0.1577287066246023,交通运输-公路铁路运输-公交,950193.0,259813.000,物业管理;乡村振兴;旅游概念;网约车;国企改革;充电桩,284476800.00,-109.747,1394305.0,444112.0,17,600561
300647.SZ,超频三,6.33,-0.1577287066246023,电子-消费电子-消费电子零部件及组装,-4717284.0,961306.000,智慧灯杆;智慧城市;5G;消费电子概念;跨境电商;数据中心;液冷服务器;一带一路;锂电池概念;动力电池回收,457321024.00,993.012,6231343.0,10948627.0,33,300647
603970.SH,中农立华,12.62,-0.1582278481012765,基础化工-农化制品-农药,0.0,-36540.000,供销社;农业种植;草甘膦;乡村振兴;农机;京津冀一体化;无人机,268800134.00,16.821,0.0,0.0,17,603970
920415.BJ,恒拓开源,12.6,-0.15847860538826922,计算机-软件开发-垂直应用软件,,,AI应用;鸿蒙概念;股权转让(并购重组);阿里巴巴概念;百度概念;飞行汽车(eVTOL);车联网(车路协同);数字经济;融资融券;拼多多概念;互联网金融;信创;卫星导航;人工智能;低空经济;抖音概念(字节概念);DeepSeek概念;AI智能体,140511487.00,71.358,,,151,920415
920748.BJ,路桥信息,37.39,-0.16021361815754945,计算机-IT服务-IT服务Ⅲ,,,股权转让(并购重组);车联网(车路协同);福建自贸区;移动支付;融资融券;充电桩;乡村振兴;低空经济;海峡两岸;国企改革;人工智能;机器人概念;智慧城市,76740000.00,-61.467,,,151,920748
601608.SH,中信重工,6.2,-0.1610305958132011,机械设备-专用设备-能源及重型设备,-14253352.5,-3497168.500,国产航母;大飞机;商业航天;海工装备;军工;核电;高端装备;减速器;光伏概念;一带一路;一体化压铸;风电;新型工业化;机器人概念;工业互联网;人形机器人;国企改革;华为概念;人工智能;F5G概念;同花顺中特估100;融资融券;沪股通;中字头股票,4579553437.00,75.622,9019422.5,23272775.0,17,601608
